Pt200000,868.124,649.571
Pt200001,265.118,66.4507
Pt200002,487.239,243.273
Pt200003,180.68,540.569
Pt200004,571.488,327.201
Pt200005,268.791,386.51
Pt200006,881.961,225.239
Pt200007,941.415,535.562
Pt200008,512.704,911.447
Pt200009,740.366,797.266
Pt200010,10.6404,984.063
Pt200011,576.639,290.703
Pt200012,713.93,749.749
Pt200013,935.467,404.692
Pt200014,689.446,602.453
Pt200015,503.617,694.561
Pt200016,282.674,790.811
Pt200017,487.972,55.6624
Pt200018,399.389,745.848
Pt200019,790.237,372.376
Pt200020,817.596,887.044
Pt200021,67.2353,816.864
Pt200022,986.392,788.584
Pt200023,316.604,311.813
Pt200024,590.325,205.664
Pt200025,824.057,329.108
Pt200026,210.983,902.79
Pt200027,896.927,974.376
Pt200028,741.047,806.235
Pt200029,525.142,306.594
Pt200030,963.166,788.69
Pt200031,124.605,687.556
Pt200032,570.909,108.129
Pt200033,850.771,918.863
Pt200034,267.93,139.047
Pt200035,847.435,919.629
Pt200036,85.2129,985.566
Pt200037,998.216,886.368
Pt200038,543.315,799.821
Pt200039,957.709,506.417
Pt200040,248.143,536.848
Pt200041,586.142,665.665
Pt200042,174.437,883.362
Pt200043,19.974,844.731
Pt200044,888.202,878.564
Pt200045,357.859,676.379
Pt200046,796.9,967.406
Pt200047,666.345,123.389
Pt200048,271.59,430.941
Pt200049,229.486,641.016
Pt200050,770.369,583.592
Pt200051,850.191,759.831
Pt200052,508.353,477.835
Pt200053,699.885,56.4142
Pt200054,246.131,635.413
Pt200055,834.847,387.048
Pt200056,967.129,920.681
Pt200057,416.922,942.95
Pt200058,808.358,446.008
Pt200059,551.675,874.327
Pt200060,697.34,572.063
Pt200061,756.94,883.279
Pt200062,852.3,894.636
Pt200063,719.786,206.263
Pt200064,871.902,437.139
Pt200065,737.972,320.82
Pt200066,823.638,962.513
Pt200067,898.644,781.551
Pt200068,107.732,542.823
Pt200069,440.976,794.225
Pt200070,397.029,573.454
Pt200071,932.596,377.731
Pt200072,546.96,471.996
Pt200073,130.742,863.25
Pt200074,867.941,802.43
Pt200075,510.815,150.031
Pt200076,438.995,164.259
Pt200077,923.977,301.903
Pt200078,208.09,71.2734
Pt200079,333.522,919.762
Pt200080,75.3678,817.134
Pt200081,588.991,143.342
Pt200082,845.989,67.5569
Pt200083,908.481,315.156
Pt200084,502.871,566.972
Pt200085,415.793,443.253
Pt200086,535.352,405.813
Pt200087,698.483,561.416
Pt200088,553.352,776.936
Pt200089,873.101,13.4199
Pt200090,851.751,206.025
Pt200091,211.363,308.893
Pt200092,142.671,656.792
Pt200093,304.486,995.855
Pt200094,996.08,287.332
Pt200095,773.007,683.141
Pt200096,414.138,584.62
Pt200097,836.204,303.424
Pt200098,345.486,860.294
Pt200099,784.697,125.768
Pt200100,814.478,896.606
Pt200101,412.795,786.343
Pt200102,698.502,445.893
Pt200103,957.627,554.265
Pt200104,528.014,723.01
Pt200105,897.638,678.284
Pt200106,506.632,15.1502
Pt200107,839.952,506.956
Pt200108,632.692,593.289
Pt200109,52.6173,827.324
Pt200110,216.827,208.824
Pt200111,471.589,612.067
Pt200112,417.021,900.87
Pt200113,265.911,418.257
Pt200114,656.542,515.733
Pt200115,903.566,95.2582
Pt200116,194.867,936.362
Pt200117,378.734,611.798
Pt200118,278.954,490.745
Pt200119,299.549,684.585
Pt200120,613.76,655.757
Pt200121,545.987,931.669
Pt200122,157.064,639.395
Pt200123,149.572,711.167
Pt200124,352.248,580.948
Pt200125,462.59,206.614
Pt200126,647.495,114.421
Pt200127,273.784,150.056
Pt200128,850.924,690.407
Pt200129,315.32,402.091
Pt200130,344.925,266.884
Pt200131,387.127,42.499
Pt200132,142.329,984.757
Pt200133,368.3,920.169
Pt200134,831.037,718.82
Pt200135,508.572,433.251
Pt200136,505.3,490.168
Pt200137,356.335,916.373
Pt200138,202.491,901.64
Pt200139,531.567,933.984
Pt200140,766.368,411.037
Pt200141,260.681,409.743
Pt200142,3.94098,959.566
Pt200143,438.894,62.8798
Pt200144,791.372,886.475
Pt200145,556.888,431.711
Pt200146,266.058,502.94
Pt200147,512.083,177.275
Pt200148,298.372,9.00343
Pt200149,104.196,330.783
Pt200150,772.507,269.339
Pt200151,834.585,753.296
Pt200152,315.27,217.637
Pt200153,588.222,29.2165
Pt200154,606.511,933.591
Pt200155,478.444,967.768
Pt200156,231.635,316.211
Pt200157,414.27,189.545
Pt200158,226.447,348.925
Pt200159,284.884,321.556
Pt200160,883.971,627.864
Pt200161,412.336,557.208
Pt200162,342.515,65.3031
Pt200163,933.464,598.922
Pt200164,202.756,375.677
Pt200165,923.775,860.712
Pt200166,735.285,169.514
Pt200167,0.996065,633.638
Pt200168,197.985,767.748
Pt200169,779.59,573.088
Pt200170,463.98,703.32
Pt200171,318.437,662.644
Pt200172,765.667,229.817
Pt200173,726.446,22.0702
Pt200174,661.556,847.699
Pt200175,201.477,338.767
Pt200176,327.227,333.134
Pt200177,561.135,976.644
Pt200178,58.1693,697.736
Pt200179,846.996,648.788
Pt200180,710.523,566.158
Pt200181,18.3723,276.583
Pt200182,993.267,970.233
Pt200183,273.765,299.528
Pt200184,147.616,331.326
Pt200185,34.2083,33.1693
Pt200186,931.536,158.315
Pt200187,602.88,331.527
Pt200188,239.389,839.271
Pt200189,110.598,138.538
Pt200190,320.217,490.03
Pt200191,473.616,534.068
Pt200192,911.463,780.935
Pt200193,919.957,740.147
Pt200194,363.617,131.16
Pt200195,667.344,322.939
Pt200196,96.8085,366.836
Pt200197,128.808,137.564
Pt200198,424.38,249.423
Pt200199,76.359,416.476
Pt200200,392.861,60.9035
Pt200201,599.542,550.354
Pt200202,250.557,477.824
Pt200203,534.772,47.7668
Pt200204,357.773,676.112
Pt200205,172.793,876.765
Pt200206,787.487,910.042
Pt200207,132.918,345.111
Pt200208,327.809,674.455
Pt200209,933.871,490.109
Pt200210,600.553,608.46
Pt200211,304.192,847.201
Pt200212,419.428,277.192
Pt200213,752.194,724.632
Pt200214,324.996,866.115
Pt200215,410.871,986.019
Pt200216,926.454,692.036
Pt200217,144.113,759.53
Pt200218,870.073,981.696
Pt200219,513.18,737.387
Pt200220,164.376,988.461
Pt200221,512.469,127.592
Pt200222,412.486,332.082
Pt200223,265.185,286.268
Pt200224,459.317,258.471
Pt200225,522.371,161.192
Pt200226,34.106,381.081
Pt200227,714.003,727.062
Pt200228,888.494,941.091
Pt200229,572.981,813.762
Pt200230,982.108,995.061
Pt200231,48.5041,936.747
Pt200232,208.677,573.806
Pt200233,268.597,550.828
Pt200234,178.742,604.815
Pt200235,348.47,265.556
Pt200236,185.789,319.981
Pt200237,77.8649,109.278
Pt200238,690.848,513.876
Pt200239,981.32,301.661
Pt200240,756.468,776.558
Pt200241,920.931,539.086
Pt200242,716.701,931.532
Pt200243,283.427,96.0708
Pt200244,224.871,457.72
Pt200245,366.833,262.849
Pt200246,322.956,681.511
Pt200247,126.22,107.597
Pt200248,562.892,592.375
Pt200249,284.837,988.315
Pt200250,656.534,450.039
Pt200251,746.233,562.217
Pt200252,982.612,794.328
Pt200253,395.75,804.007
Pt200254,263.71,517.658
Pt200255,75.2885,820.285
Pt200256,583.438,949.217
Pt200257,964.971,765.401
Pt200258,968.668,904.339
Pt200259,426.096,252.357
Pt200260,670.647,568.379
Pt200261,735.675,574.511
Pt200262,131.985,739.316
Pt200263,534.691,695.837
Pt200264,66.7352,969.905
Pt200265,67.7676,882.281
Pt200266,131.134,28.3024
Pt200267,256.047,857.069
Pt200268,882.825,656.267
Pt200269,492.31,505.078
Pt200270,968.198,625.754
Pt200271,965.461,62.571
Pt200272,325.017,135.159
Pt200273,472.31,660.736
Pt200274,469.28,970.807
Pt200275,652.463,769.943
Pt200276,53.8018,455.268
Pt200277,42.3358,632.609
Pt200278,83.0789,931.398
Pt200279,146.385,280.584
Pt200280,530.098,915.816
Pt200281,28.9117,914.511
Pt200282,245.96,589.473
Pt200283,517.685,831.291
Pt200284,341.697,511.548
Pt200285,202.762,332.175
Pt200286,718.603,469.036
Pt200287,86.6243,757.538
Pt200288,178.871,733.465
Pt200289,511.371,876.47
Pt200290,507.356,540.69
Pt200291,557.158,129.099
Pt200292,202.281,676.874
Pt200293,408.738,142.836
Pt200294,16.1083,306.785
Pt200295,352.817,217.593
Pt200296,704.043,657.491
Pt200297,533.246,612.39
Pt200298,923.799,227.144
Pt200299,771.05,967.601
Pt200300,110.763,493.878
Pt200301,393.352,754.932
Pt200302,292.384,106.481
Pt200303,483.04,878.029
Pt200304,146.036,520.689
Pt200305,984.03,481.379
Pt200306,262.966,689.124
Pt200307,89.4147,961.427
Pt200308,323.966,225.344
Pt200309,919.117,401.953
Pt200310,777.598,107.06
Pt200311,849.52,78.0648
Pt200312,144.947,751.458
Pt200313,934.604,71.4041
Pt200314,479.271,658.401
Pt200315,540.137,643.764
Pt200316,801.09,559.265
Pt200317,62.3007,1.72199
Pt200318,834.08,367.059
Pt200319,929.512,518.079
Pt200320,11.9441,792.242
Pt200321,534.051,336.808
Pt200322,647.711,384.209
Pt200323,764.711,560.405
Pt200324,599.943,341.59
Pt200325,177.906,775.498
Pt200326,590.083,135.652
Pt200327,404.744,82.1612
Pt200328,848.825,881.512
Pt200329,548.568,648.658
Pt200330,28.0063,834.1
Pt200331,824.678,803.673
Pt200332,770.927,684.875
Pt200333,72.3532,500.496
Pt200334,226.709,642.166
Pt200335,899.597,606.403
Pt200336,241.219,295.025
Pt200337,392.367,955.164
Pt200338,174.816,499.808
Pt200339,321.343,533.386
Pt200340,848.222,207.448
Pt200341,176.079,57.5915
Pt200342,461.418,857.798
Pt200343,641.367,143.912
Pt200344,751.566,693.91
Pt200345,173.242,208.654
Pt200346,804.334,74.3179
Pt200347,518.168,953.257
Pt200348,717.582,45.1543
Pt200349,868.744,268.557
Pt200350,930.54,22.7785
Pt200351,122.273,488.566
Pt200352,841.129,781.305
Pt200353,912.415,774.211
