Pt400000,403.455,953.698
Pt400001,988.208,293.773
Pt400002,532.314,421.695
Pt400003,43.2739,530.709
Pt400004,218.31,907.132
Pt400005,182.869,434.759
Pt400006,292.015,743.486
Pt400007,21.8007,252.696
Pt400008,930.01,968.989
Pt400009,878.017,172.886
Pt400010,609.335,958.702
Pt400011,762.516,461.039
Pt400012,993.433,7.69534
Pt400013,429.217,397.491
Pt400014,656.483,342.781
Pt400015,0.899846,385.873
Pt400016,623.831,584.912
Pt400017,444.879,378.546
Pt400018,5.67232,967.805
Pt400019,418.839,317.973
Pt400020,37.0716,422.572
Pt400021,917.397,70.3534
Pt400022,432.733,748.496
Pt400023,427.886,217.713
Pt400024,436.94,669.393
Pt400025,530.507,254.605
Pt400026,310.309,14.0746
Pt400027,652.822,412.233
Pt400028,646.469,93.3502
Pt400029,397.56,223.945
Pt400030,650.801,639.574
Pt400031,171.877,67.0573
Pt400032,158.933,771.727
Pt400033,943.776,410.022
Pt400034,659.235,181.174
Pt400035,955.006,858.496
Pt400036,774.241,235.768
Pt400037,486.741,895.677
Pt400038,162.799,414.882
Pt400039,717.002,667.781
Pt400040,917.243,473.069
Pt400041,297.684,422.383
Pt400042,921.591,294.352
Pt400043,484.977,253.867
Pt400044,23.2354,684.955
Pt400045,394.673,47.8476
Pt400046,444.464,539.42
Pt400047,830.293,222.145
Pt400048,764.,456.474
Pt400049,643.454,320.294
Pt400050,18.594,238.812
Pt400051,974.209,871.699
Pt400052,978.343,503.212
Pt400053,566.95,587.807
Pt400054,343.497,717.075
Pt400055,372.275,55.665
Pt400056,653.799,226.735
Pt400057,41.62,161.419
Pt400058,731.578,774.098
Pt400059,143.016,647.122
Pt400060,64.755,922.441
Pt400061,639.208,440.28
Pt400062,566.516,797.611
Pt400063,188.361,110.586
Pt400064,45.3108,279.923
Pt400065,249.07,973.064
Pt400066,966.579,18.5895
Pt400067,611.424,794.956
Pt400068,735.208,500.481
Pt400069,935.652,738.13
Pt400070,684.608,666.105
Pt400071,474.402,518.247
Pt400072,671.821,579.214
Pt400073,597.643,716.882
Pt400074,492.27,12.5899
Pt400075,966.942,821.338
Pt400076,991.932,480.671
Pt400077,348.491,714.533
Pt400078,478.611,392.015
Pt400079,585.462,685.815
Pt400080,990.655,59.4396
Pt400081,827.332,968.946
Pt400082,883.932,739.15
Pt400083,493.311,678.363
Pt400084,155.855,665.491
Pt400085,723.977,658.251
Pt400086,1.68822,244.668
Pt400087,687.729,116.398
Pt400088,222.906,953.384
Pt400089,843.227,286.873
Pt400090,730.62,380.544
Pt400091,127.281,691.878
Pt400092,367.765,502.808
Pt400093,773.608,184.225
Pt400094,270.162,192.686
Pt400095,570.919,948.646
Pt400096,473.426,649.409
Pt400097,463.515,522.161
Pt400098,453.302,596.042
Pt400099,763.281,163.552
Pt400100,597.583,317.542
Pt400101,390.63,889.392
Pt400102,509.618,527.547
Pt400103,440.926,498.3
Pt400104,341.023,546.714
Pt400105,87.3235,77.2891
Pt400106,929.787,815.325
Pt400107,845.353,469.558
Pt400108,947.233,124.315
Pt400109,678.44,3.63432
Pt400110,272.927,15.0431
Pt400111,180.469,260.319
Pt400112,564.229,374.212
Pt400113,912.703,250.014
Pt400114,737.379,888.286
Pt400115,670.717,147.196
Pt400116,490.3,398.624
Pt400117,740.562,962.164
Pt400118,173.682,713.581
Pt400119,538.302,974.767
Pt400120,313.212,206.684
Pt400121,116.007,593.733
Pt400122,242.662,108.048
Pt400123,855.433,433.035
Pt400124,487.944,902.521
Pt400125,724.93,906.569
Pt400126,951.005,278.971
Pt400127,365.083,490.192
Pt400128,175.291,436.767
Pt400129,354.834,913.945
Pt400130,50.064,191.881
Pt400131,945.469,234.486
Pt400132,825.55,716.5
Pt400133,452.692,793.843
Pt400134,557.026,882.81
Pt400135,638.076,416.373
Pt400136,437.864,802.628
Pt400137,301.161,561.564
Pt400138,816.499,329.61
Pt400139,921.218,857.609
Pt400140,486.081,839.528
Pt400141,925.269,192.688
Pt400142,94.7801,450.392
Pt400143,632.657,859.897
Pt400144,815.125,426.083
Pt400145,266.855,773.017
Pt400146,548.566,9.16155
Pt400147,549.767,598.022
Pt400148,951.547,476.563
Pt400149,358.053,607.128
Pt400150,302.524,141.64
Pt400151,142.659,260.975
Pt400152,317.726,801.252
Pt400153,351.965,783.759
Pt400154,553.065,200.846
Pt400155,893.593,206.983
Pt400156,190.339,698.587
Pt400157,728.27,330.844
Pt400158,282.142,766.914
Pt400159,30.9163,314.059
Pt400160,760.612,943.962
Pt400161,395.104,171.145
Pt400162,789.225,16.5961
Pt400163,841.524,458.667
Pt400164,453.833,594.351
Pt400165,9.74934,79.8438
Pt400166,377.578,702.135
Pt400167,869.169,582.799
Pt400168,814.325,36.9867
Pt400169,925.375,834.088
Pt400170,299.486,839.599
Pt400171,322.485,773.18
Pt400172,428.09,384.095
Pt400173,281.767,522.707
Pt400174,255.524,124.959
Pt400175,466.647,101.84
Pt400176,858.595,203.781
Pt400177,441.846,551.468
Pt400178,267.001,571.12
Pt400179,380.083,99.4629
Pt400180,777.024,504.375
Pt400181,198.098,371.387
Pt400182,935.224,963.389
Pt400183,412.546,195.348
Pt400184,769.37,257.136
Pt400185,857.287,62.6289
Pt400186,967.255,602.687
Pt400187,707.286,110.573
Pt400188,435.068,442.231
Pt400189,701.902,58.3117
Pt400190,747.608,648.884
Pt400191,433.159,654.995
Pt400192,922.612,478.315
Pt400193,335.675,367.071
Pt400194,544.573,375.347
Pt400195,112.161,586.505
Pt400196,102.051,47.709
Pt400197,882.059,141.595
Pt400198,372.368,297.91
Pt400199,438.26,598.032
Pt400200,57.4377,683.699
Pt400201,806.34,722.597
Pt400202,804.074,356.021
Pt400203,581.859,997.523
Pt400204,283.775,511.647
Pt400205,374.948,60.5719
Pt400206,397.179,12.9632
Pt400207,471.059,49.3427
Pt400208,112.788,903.974
Pt400209,596.225,633.767
Pt400210,705.462,899.583
Pt400211,451.93,609.342
Pt400212,342.21,234.462
Pt400213,773.523,706.547
Pt400214,447.755,129.805
Pt400215,242.244,201.91
Pt400216,655.338,337.394
Pt400217,84.658,154.856
Pt400218,348.379,352.862
Pt400219,612.169,348.032
Pt400220,894.985,933.027
Pt400221,656.441,247.036
Pt400222,649.897,733.928
Pt400223,236.677,510.531
Pt400224,148.677,67.3182
Pt400225,366.703,594.956
Pt400226,181.416,394.16
Pt400227,749.759,191.019
Pt400228,39.7056,473.09
Pt400229,590.807,261.388
Pt400230,644.218,765.011
Pt400231,667.822,665.096
Pt400232,454.113,856.094
Pt400233,786.359,379.886
Pt400234,556.078,365.519
Pt400235,897.719,117.147
Pt400236,697.966,944.172
Pt400237,765.619,531.187
Pt400238,464.51,315.891
Pt400239,732.579,545.855
Pt400240,19.3784,311.137
Pt400241,541.68,794.236
Pt400242,160.315,6.80975
Pt400243,225.253,720.09
Pt400244,108.935,482.221
Pt400245,360.275,213.341
Pt400246,693.529,542.501
Pt400247,743.114,302.081
Pt400248,192.736,33.3484
Pt400249,556.817,405.48
Pt400250,660.282,344.273
Pt400251,953.575,746.86
Pt400252,545.699,371.277
Pt400253,486.98,478.543
Pt400254,651.992,464.486
Pt400255,440.464,350.569
Pt400256,88.4341,408.515
Pt400257,29.1893,764.588
Pt400258,429.619,616.327
Pt400259,756.388,227.73
Pt400260,48.669,73.2337
Pt400261,85.1178,142.814
Pt400262,729.778,553.925
Pt400263,758.368,81.4445
Pt400264,598.516,957.049
Pt400265,511.834,511.119
Pt400266,91.1968,781.622
Pt400267,484.514,183.023
Pt400268,903.502,715.49
Pt400269,805.783,471.869
Pt400270,846.023,391.955
Pt400271,936.033,901.212
Pt400272,980.336,969.668
Pt400273,31.3904,946.166
Pt400274,436.222,651.143
Pt400275,11.0339,665.291
Pt400276,155.792,32.1099
Pt400277,175.807,313.118
Pt400278,992.404,501.327
Pt400279,177.653,241.028
Pt400280,352.969,442.655
Pt400281,434.831,662.033
Pt400282,543.212,361.467
Pt400283,677.214,606.953
Pt400284,448.28,460.103
Pt400285,303.907,665.803
Pt400286,391.991,51.1332
Pt400287,680.458,187.472
Pt400288,276.622,649.503
Pt400289,29.4806,363.572
Pt400290,769.816,399.255
Pt400291,938.917,108.814
Pt400292,957.002,13.0043
Pt400293,34.2078,235.238
Pt400294,739.16,6.61022
Pt400295,621.034,655.339
Pt400296,861.676,109.144
Pt400297,47.1139,980.922
Pt400298,694.93,967.829
Pt400299,515.111,257.841
Pt400300,678.348,183.669
Pt400301,950.165,953.539
Pt400302,553.937,679.618
Pt400303,323.152,641.667
Pt400304,980.339,108.837
Pt400305,922.267,680.188
Pt400306,670.521,46.1961
Pt400307,80.8642,197.209
Pt400308,918.694,430.467
Pt400309,363.952,248.769
Pt400310,304.131,628.397
Pt400311,230.831,897.01
Pt400312,63.0616,66.6167
Pt400313,19.0522,41.8747
Pt400314,519.34,71.1655
Pt400315,605.193,916.34
Pt400316,231.934,291.497
Pt400317,63.1918,200.151
Pt400318,952.262,366.863
Pt400319,919.405,149.17
Pt400320,320.644,366.309
Pt400321,165.601,271.75
Pt400322,773.445,695.745
Pt400323,975.969,481.967
Pt400324,677.823,676.566
Pt400325,973.09,157.082
Pt400326,556.88,498.935
Pt400327,371.893,209.875
Pt400328,790.631,166.263
Pt400329,534.888,307.88
Pt400330,777.92,728.958
Pt400331,599.252,366.726
Pt400332,865.577,847.365
Pt400333,640.25,706.281
