Pt800000,697.083,927.012
Pt800001,286.515,93.9274
Pt800002,938.909,813.94
Pt800003,992.39,371.414
Pt800004,684.732,113.982
Pt800005,395.732,917.389
Pt800006,466.678,718.194
Pt800007,13.7923,448.208
Pt800008,964.787,372.497
Pt800009,976.12,185.336
Pt800010,132.778,845.934
Pt800011,786.732,354.464
Pt800012,336.888,713.426
Pt800013,325.94,471.22
Pt800014,669.327,280.399
Pt800015,476.077,666.721
Pt800016,412.508,457.707
Pt800017,769.624,885.733
Pt800018,470.02,857.226
Pt800019,581.683,168.786
Pt800020,938.369,484.065
Pt800021,788.11,526.456
Pt800022,920.483,972.383
Pt800023,163.217,998.481
Pt800024,442.921,135.031
Pt800025,498.568,354.853
Pt800026,794.601,208.775
Pt800027,594.299,222.314
Pt800028,603.245,919.248
Pt800029,493.053,574.874
Pt800030,382.453,494.946
Pt800031,149.95,90.2934
Pt800032,402.591,903.396
Pt800033,189.784,917.822
Pt800034,302.865,0.60074
Pt800035,164.864,871.581
Pt800036,952.858,475.007
Pt800037,857.815,874.137
Pt800038,165.08,90.2498
Pt800039,284.296,463.759
Pt800040,926.953,111.268
Pt800041,181.55,526.035
Pt800042,188.717,455.449
Pt800043,468.182,290.643
Pt800044,677.908,173.836
Pt800045,930.5,317.983
Pt800046,627.117,665.757
Pt800047,317.66,224.934
Pt800048,999.718,41.2015
Pt800049,451.474,708.75
Pt800050,166.38,392.875
Pt800051,261.235,878.159
Pt800052,7.89521,128.317
Pt800053,458.139,636.868
Pt800054,329.714,752.498
Pt800055,999.429,47.7211
Pt800056,496.249,578.098
Pt800057,263.193,880.882
Pt800058,63.7289,270.169
Pt800059,914.744,717.717
Pt800060,908.512,936.19
Pt800061,234.799,352.081
Pt800062,73.2182,12.7194
Pt800063,216.629,672.188
Pt800064,304.372,189.991
Pt800065,13.1706,838.811
Pt800066,874.648,396.196
Pt800067,846.71,834.243
Pt800068,132.599,304.349
Pt800069,321.267,527.091
Pt800070,858.79,274.171
Pt800071,132.303,159.632
Pt800072,618.297,355.409
Pt800073,975.446,504.439
Pt800074,119.607,844.303
Pt800075,397.096,836.314
Pt800076,187.536,400.101
Pt800077,328.291,545.136
Pt800078,169.78,297.544
Pt800079,220.704,687.777
Pt800080,318.056,735.531
Pt800081,356.817,766.105
Pt800082,285.188,404.717
Pt800083,220.576,320.962
Pt800084,705.956,942.297
Pt800085,416.275,998.884
Pt800086,565.152,389.349
Pt800087,291.259,908.478
Pt800088,962.497,137.715
Pt800089,588.679,300.779
Pt800090,853.838,340.904
Pt800091,485.162,419.196
Pt800092,40.9342,998.446
Pt800093,747.736,961.482
Pt800094,412.626,140.698
Pt800095,770.885,90.2735
Pt800096,315.363,26.2964
Pt800097,592.301,724.553
Pt800098,276.089,295.284
Pt800099,42.6887,165.6
Pt800100,470.451,324.878
Pt800101,274.528,966.922
Pt800102,798.258,51.9093
Pt800103,227.699,319.902
Pt800104,553.609,858.959
Pt800105,231.647,379.602
Pt800106,783.848,73.5508
Pt800107,366.504,997.509
Pt800108,239.264,685.918
Pt800109,584.791,766.005
